qid,activity,exposure,dayofweek,response,endurance
59995647,1,380,3,190468.0,190468.0
59996275,1,68,4,18968.0,18968.0
59996956,4,445,4,1853.0000000000002,1853.0000000000002
59998300,1,119,4,,0.0
59997910,2,331,4,2811.0,2811.0
59970104,1,94,2,1746.0,1754.0
59999862,2,92,4,640.0,511604.00000000006
60000129,0,457,4,,0.0
59999954,0,184,4,,8736.0
60137587,2,16,6,4946.0,4946.0
60000905,2,352,4,16731.0,16731.0
60000315,0,788,4,,0.0
60001088,6,478,4,3560.0,3832.0000000000005
60002375,1,784,4,957437.0000000001,957437.0000000001
60002129,2,5000,4,25164634.0,25428181.0
60002526,5,9000,4,6465.0,29471396.0
60002571,1,47,4,4700.0,4700.0
60002738,1,118,4,530.0,530.0
60003552,3,359,4,8403654.0,8406241.0
60003822,6,305,4,1492.0,1492.0
60004550,9,548,4,662.0,2742290.0
60126162,1,65,5,6381.0,6381.0
60005144,8,1000,4,14107.0,28279.0
60004957,0,29,4,,0.0
60005687,6,162,4,1687.0,1687.0
60038215,1,39,0,164785.0,164785.0
60038275,2,367,0,1306.0,2739.0
60038386,0,440,0,,2880.0
60006728,3,34,4,1566.0,1566.0
60039318,3,897,0,908.0,17640990.0
60041139,5,268,0,343.0,2044.0000000000002
60039347,3,30,0,576.0,3771.0000000000005
60041385,3,31,0,550.0,550.0
60042585,3,799,0,2391808.0,44212191.0
60043458,1,58,0,4857.0,4857.0
60042970,1,1000,0,3029.0,3029.0
60043721,0,575,0,,56867191.0
60042270,2,2000,0,414697.0,414697.0
60006917,2,16,4,398.0,398.0
60044540,5,96,0,1548.0,43494.0
60007440,5,299,4,93.0,93.0
60008727,8,493,4,62933089.00000001,62933089.00000001
60008718,1,103,4,5016242.0,5016242.0
60009108,3,742,4,13666.0,13666.0
60008966,4,42,4,2073.0,53226.0
60008787,1,51,4,,316.0
60009011,1,547,4,5395.0,13678.0
60009796,2,31,4,131080.0,131080.0
60009881,1,141,4,74524.0,74524.0
60010547,2,42,4,625.0,3716.0000000000005
60010318,1,59,4,265495.0,265495.0
60010854,2,104,4,126557.00000000001,126557.00000000001
60011164,5,2000,4,11739.0,11739.0
60011805,2,418,4,1822.0,1822.0
60011631,1,39,4,,0.0
60012798,1,58,5,213844.0,347965.0
60013151,2,499,5,17331.0,19416.0
60012883,2,604,5,239252.00000000003,37812207.0
60013599,1,724,5,8896.0,217902.0
60014240,4,958,5,9928.0,9928.0
60014250,2,1000,5,6012.0,2030179.0000000002
60014526,1,48,5,40860.0,40860.0
60014864,2,32,5,4510.0,4510.0
60015355,1,126,5,,30082473.000000004
60015403,2,33,5,294761.0,294761.0
60015461,3,88,5,4628.0,4628.0
60015618,1,372,5,22343.0,7523229.000000001
60015964,9,228,5,2237.0,39182.0
60016053,4,747,5,10950.0,10950.0
60016568,3,97,5,5989333.0,5989333.0
60016357,2,51,5,,0.0
60016971,0,47,5,,0.0
60017319,1,72,5,80519.0,80519.0
60017377,2,20,5,1011.0000000000001,1011.0000000000001
60017963,4,140,5,2152.0,2706.0
60017499,0,30,5,,0.0
60018332,4,528,5,276.0,1179.0
60018145,1,65,5,12449.0,24251.0
60018381,3,92,5,2939.0,3538.0
60018452,3,490,5,12607.0,12607.0
60018553,1,22,5,5485647.0,5485647.0
60019155,4,59,5,1262.0,27509.0
60010166,3,118,4,268.0,106379.0
60020608,0,98,5,,0.0
60022155,4,214,5,22652.0,23607.0
60020759,1,185,5,7229.0,7229.0
60022815,1,46,6,721133.0,721133.0
60068491,2,118,2,12704.0,12704.0
60069607,2,998,2,4051.0000000000005,4051.0000000000005
60071613,2,145,2,1015.0000000000001,2687.0
60068703,0,25,2,,0.0
60071728,1,44,2,14466.0,14466.0
60072139,1,67,2,13132.0,13132.0
60072641,4,45,2,749.0,1615.0
60072699,2,112,2,102758.0,120733.00000000001
60074029,1,69,2,,0.0
60072328,4,289,2,3262.0,3262.0
60075214,1,97,2,,3272.0
60075767,2,3000,2,,4160.0
60074257,2,1000,2,35835425.0,35835425.0
60076199,2,21,2,17683.0,17683.0
60076368,2,677,2,12471.0,12471.0
60076768,1,472,2,16365849.000000002,16366785.000000002
60076560,3,111,2,47383.0,48398.0
60077574,1,29,2,,0.0
60073303,1,49,2,663.0,663.0
60077755,1,331,2,1840.0000000000002,4295.0
60078803,1,40,2,,6211.0
60078658,1,112,2,1780.0,1780.0
60077554,0,47,2,,12523.0
60078903,0,9,2,,0.0
60079331,6,333,2,68706.0,567119.0
60079535,6,800,2,8105.000000000001,50944950.0
60080827,8,84,2,63020.00000000001,155524.0
60081774,2,1000,2,58823.00000000001,58823.00000000001
60081557,3,50,2,2555.0,23602.0
60081815,2,46,2,552.0,5133.0
60083107,1,39,2,1642828.0,1981291.0000000002
60082248,1,30,2,1325092.0,1325092.0
60083249,1,28,2,156566.0,156566.0
60083586,14,4000,2,47493.0,57339091.0
60077588,3,133,2,1967458.0000000002,1967458.0000000002
60083784,1,15,2,46066.0,46066.0
60083874,3,206,2,8785.0,8872.0
60084062,2,69,2,5360.0,823012.0
60083947,4,343,2,1667.0,425655.0
60084093,0,27,2,,2532.0
60085456,2,67,2,44947.0,488236.00000000006
60084416,2,562,2,642.0,60803.00000000001
60085666,5,137,2,27663.0,27663.0
60085810,0,22,2,,0.0
60085843,2,69,2,6765.0,6765.0
60086652,1,41,3,11899.0,11899.0
60087944,2,99,3,6007.0,6007.0
60088039,1,194,3,1898.0000000000002,1898.0000000000002
60045494,1,1000,0,,22482109.0
60046029,0,99,0,,0.0
60046214,0,30,0,,28836.0
60046725,2,69,0,32254.000000000004,32254.000000000004
60047428,3,322,0,69364.0,168624.0
60046859,1,55,0,28811.0,28811.0
60048005,1,496,0,251542.00000000003,1081828.0
60047848,3,103,0,5226.0,5226.0
60048479,0,128,0,,0.0
60048918,1,525,1,15643880.000000002,15643880.000000002
60049264,1,38,1,16043.000000000002,16043.000000000002
60050111,1,2000,1,140300.0,140300.0
60049116,2,258,1,44018.0,64062.00000000001
60050284,3,85,1,1166.0,5798.0
60049225,0,748,1,,0.0
60051205,2,51,1,837625.0,837625.0
60051666,7,191,1,5680.0,15996.000000000002
60050158,4,1000,1,145282.0,2603577.0
60052213,1,15,1,,0.0
60052172,2,116,1,7474.000000000001,10146.0
60052441,2,82,1,,6451.0
60087430,2,183,3,0.0,1362.0
60053582,3,856,1,650.0,773.0
60053853,1,70,1,,5447.0
60055385,3,35,1,463.00000000000006,463.00000000000006
60054095,3,106,1,6145.0,6145.0
60055714,2,112,1,1085.0,5078.0
60057551,1,795,1,5020790.0,5020790.0
60057693,1,13,1,7395.000000000001,7757.000000000001
60056550,1,1000,1,3769065.0000000005,3769065.0000000005
60057909,2,178,1,1798.0,66613.0
60058966,2,23,1,15225.000000000002,15225.000000000002
60059043,2,82,1,2982.0,13210181.0
60060514,0,44,1,,0.0
60060076,2,45,1,3618.0,3618.0
60060774,2,1000,1,54168.0,72589.0
60060875,3,242,1,,0.0
60061055,1,95,1,126.00000000000001,4168.0
60060998,1,24,1,20591.0,20903.0
60060780,2,395,1,,32153053.000000004
60061175,2,317,1,74486.0,74486.0
60061403,1,37,1,64072.00000000001,64072.00000000001
60062120,22,3000,1,588810.0,1192089.0
60061840,2,1000,1,517554.00000000006,517554.00000000006
60062083,5,70,1,92921.0,92982.0
60062619,1,46,1,,0.0
60062764,2,18,1,3439.0,3439.0
60062985,1,72,1,,0.0
60063382,1,55,1,,22220.0
60089388,0,56,3,,9540.0
60090862,4,62,3,239.00000000000003,1450.0
60090126,2,270,3,65391.00000000001,65391.00000000001
60091532,2,29,3,876.0,2213.0
60092137,0,14,3,,0.0
60090587,1,142,3,732838.0,733978.0
60092002,1,96,3,,0.0
60092801,0,73,3,,3833.0000000000005
60092873,4,317,3,433.0,753.0
60093438,1,440,3,2518.0,2518.0
60094316,2,70,3,2214.0,105123.0
60094939,2,63,3,664.0,664.0
60094615,1,213,3,1386.0,1386.0
60095573,0,46,3,,0.0
60059210,1,1000,1,1984.0000000000002,1984.0000000000002
60096106,0,19,3,,0.0
60094967,3,241,3,371.0,371.0
60096590,1,163,3,61674.00000000001,61674.00000000001
60096675,1,65,3,,0.0
60096810,4,393,3,19810.0,53587562.0
60097655,0,669,3,,0.0
60097724,1,62,3,,0.0
60098063,17,433,3,2795.0,2795.0
60097791,3,46,3,841.0,841.0
60098087,4,44,3,6083.0,18801.0
60098591,2,108,3,2112.0,93159.0
60099476,2,344,3,55758.0,57312.0
60099709,1,33,3,2502057.0,2502057.0
60100020,3,575,3,2311.0,4573.0
60100453,5,916,3,578171.0,578171.0
60100546,1,197,3,9721122.0,9721122.0
60101128,4,892,3,95474.0,95474.0
60100411,7,60,3,9329.0,68542.0
60101506,6,455,3,1231.0,1231.0
60101651,1,161,3,,0.0
60102063,0,39,3,,16326.000000000002
60101669,5,2000,3,,18651113.0
60102821,4,249,3,13948.0,1063213.0
60103389,5,590,3,9671.0,63032.00000000001
60102994,2,33,3,2591.0,2591.0
60103738,1,259,3,,0.0
60104034,1,293,3,29354.000000000004,29354.000000000004
60104662,2,274,3,819.0,819.0
60104844,2,504,3,,0.0
60105382,2,235,4,31926545.000000004,31926545.000000004
60105505,3,2000,4,17692.0,17692.0
60105371,1,56,4,3927.0000000000005,4012.0000000000005
60106051,1,37,4,871.0,1339.0
60139945,1,197,6,6082.0,6082.0
60139411,3,61,6,701.0,74772.0
60140191,4,543,6,127571.00000000001,32401919.000000004
60140207,2,125,6,990.0000000000001,48887.0
60141454,1,132,6,660698.0,660698.0
60140853,0,37,6,,0.0
60141471,1,92,6,54206.0,54206.0
60140433,2,76,6,3002.0,445844.0
60141951,2,38,6,4697.0,4697.0
60143194,0,25,0,,0.0
60143371,1,96,0,1879.0000000000002,9441.0
60143919,1,50,0,3438.0,3438.0
60144105,3,471,0,1055.0,9261.0
60144369,3,61,0,936.0000000000001,936.0000000000001
60145679,3,312,0,12130.0,12130.0
60144083,3,310,0,3953.0000000000005,7573.000000000001
60145768,1,454,0,643.0,9661.0
60146615,1,72,0,2130.0,87964.0
60146755,7,978,0,2935.0,1101485.0
60147175,3,230,0,588.0,588.0
60148173,0,109,0,,0.0
60147195,5,418,0,235094.00000000003,5922353.0
60148625,6,95,0,771.0,260552.00000000003
60148877,1,162,0,1716.0,1716.0
60148912,1,94,0,286876.0,287265.0
60149303,2,86,0,8469.0,8469.0
60149957,4,39,0,86887.0,155508.0
60150271,0,35,0,,4632.0
60150818,0,240,0,,0.0
60150490,5,755,0,20032804.0,20032804.0
60151069,2,201,0,151870.0,151870.0
60152382,1,64,0,3594.0,3594.0
60151504,1,79,0,5514.0,5514.0
60152703,0,21,0,,0.0
60152801,1,432,0,2365.0,8472.0
60153449,1,43,0,2664.0,2664.0
60153988,1,99,0,626.0,626.0
60154745,2,472,0,12978.0,79263.0
60155424,1,318,0,71089.0,71089.0
60156009,2,419,0,1147.0,12663516.0
60156613,2,83,0,1995.0000000000002,143475.0
60156900,2,34,0,423.0,423.0
60157108,1,435,0,0.0,0.0
60157826,5,619,0,920.0000000000001,4917.0
60157884,2,62,0,86.0,73929.0
60157627,1,41,0,1272.0,4002.0000000000005
60158076,2,32,0,52332.0,52332.0
60158077,4,838,0,14188.0,346184.0
60107321,3,76,4,4886.0,17328192.0
60106479,0,40,4,,178.0
60107892,1,22,4,1004.0000000000001,1004.0000000000001
60108290,2,168,4,5365.0,5365.0
60109315,1,31,4,5886.0,6192.0
60108974,2,37,4,1189.0,1189.0
60109379,2,40,4,5159.0,9259.0
60110643,5,187,4,3828.0000000000005,3828.0000000000005
60109668,1,41,4,4628.0,580727.0
60110288,1,43,4,3372225.0,3372225.0
60110973,1,174,4,,3453.0
60111259,2,98,4,959.0000000000001,959.0000000000001
60111415,5,45,4,643.0,1341282.0
60111922,1,377,4,31732.000000000004,31732.000000000004
60112098,1,76,4,4592.0,4592.0
60112220,1,21,4,13339.0,13339.0
60113087,1,18,4,293.0,293.0
60112380,1,42,4,3038.0,17746326.0
60112709,3,231,4,1407.0,1407.0
60113358,1,790,4,,29032718.0
60113745,5,45,4,863.0,3884.0000000000005
60114274,0,23,4,,0.0
60113801,1,32,4,,0.0
60115043,2,973,4,3822.0000000000005,33185.0
60115045,3,121,4,1235.0,5303.0
60115735,1,84,4,1817060.0,1817060.0
60115893,12,861,4,268161.0,782632.0
60115913,2,47,4,3491.0,3491.0
60116115,4,991,4,49121.0,21399522.0
60116939,2,1000,4,744.0,744.0
60117058,0,38,4,,0.0
60117071,1,57,4,8492.0,9369.0
60117153,2,85,4,,10079.0
60117336,3,61,4,8912.0,8943.0
60118016,2,32,4,3555.0,3844.0000000000005
60118162,1,157,4,,0.0
60118247,1,218,4,,8007.000000000001
60118366,3,282,4,232132.0,26615825.0
60119745,1,405,4,,14367.0
60118484,0,268,4,,8091.000000000001
60119762,1,20,4,,0.0
60120995,2,281,4,1777.0,12365.0
60119817,3,260,4,999.0000000000001,326015.0
60121158,2,128,4,323506.0,323506.0
60123699,3,4000,5,3336.0,25756.0
60124048,1,23,5,8537.0,8537.0
60123792,1,42,5,2284.0,2284.0
60164342,1,47,1,,0.0
60163861,4,52,1,341.0,341.0
60164618,0,273,1,,0.0
60164892,1,186,1,7803.000000000001,7803.000000000001
60165118,1,189,1,40602.0,40602.0
60165267,0,159,1,,48.0
60165282,4,79,1,2133.0,2133.0
60165638,3,31,1,1635.0,1635.0
60122587,0,37,4,,0.0
60165517,2,1000,1,1463.0,27524.0
60166239,1,312,1,22159.0,22159.0
60165824,14,3000,1,8537.0,19369884.0
60166903,2,38,1,1799.0,1799.0
60166263,5,143,1,181.0,1235.0
60167102,9,1000,1,704034.0,759024.0
60167108,1,66,1,872113.0,872113.0
60168325,3,141,1,7970.000000000001,7970.000000000001
60168426,0,70,1,,468.00000000000006
60168358,3,3000,1,8912.0,169094.0
60168549,1,68,1,4831.0,4831.0
60168661,1,29,1,3801.0000000000005,3801.0000000000005
60168992,1,197,1,2044.0000000000002,2044.0000000000002
60169216,1,51,1,818.0,818.0
60169033,3,50,1,193.0,65672.0
60170111,3,786,1,10330.0,10330.0
60170373,0,36,1,,4822.0
60171533,3,48,1,249.00000000000003,400.0
60170927,4,2000,1,6068.0,59628324.0
60171689,4,440,1,4349.0,15364.000000000002
60171697,0,167,1,,0.0
60172591,1,254,1,,0.0
60171912,2,175,1,97001.0,97001.0
60172764,4,1000,1,1434.0,3183848.0
60172776,3,885,1,12237.0,423045.0
60173449,1,48,1,2198.0,76676.0
60174489,0,35,1,,7964.000000000001
60173706,4,2000,1,43969238.0,43969238.0
60174350,2,211,1,2962.0,8615.0
60174596,3,195,1,1767.0,1844.0000000000002
60174639,1,249,1,,20264.0
60174647,3,830,1,895.0,5356.0
60175028,3,1000,1,1132.0,1534.0
60175095,1,51,1,,0.0
60175354,1,33,1,683237.0,683237.0
60176090,1,29,1,,0.0
60176945,2,51,1,8463.0,8463.0
60177033,2,30,1,1643.0,1643.0
60177270,1,79,1,91588.0,91588.0
60177839,1,35,1,14062.0,14062.0
60177965,1,20,1,426.0,426.0
60177740,2,200,1,981.0000000000001,981.0000000000001
60179145,3,975,1,5394.0,51634.0
60179327,2,236,2,1294.0,1294.0
60179456,6,3000,2,625.0,30911591.000000004
60179783,2,33,2,8428235.0,50941355.0
60180079,2,62,2,1168.0,1168.0
60180133,0,21,2,,0.0
60178577,4,59,1,1000.0000000000001,133135.0
60180167,1,173,2,6629.0,6629.0
60181734,1,142,2,3042.0,3042.0
60182351,1,86,2,2142.0,9008.0
60182982,3,451,2,574.0,574.0
60181367,0,31,2,,28927119.0
60184076,3,36,2,1811.0,7301.0
60183539,4,612,2,4861.0,4861.0
60184133,1,76,2,175904.0,175904.0
60185027,3,440,2,2576.0,2576.0
60185159,10,458,2,752025.0,12568408.0
60185557,0,55,2,,517.0
60186370,1,139,2,,155783.0
60185829,2,328,2,4639.0,6916524.0
60186404,1,40,2,9524.0,9524.0
60186437,5,47,2,403.0,8369164.000000001
60186591,0,72,2,,10048768.0
60187470,1,29,2,781.0,781.0
60187761,2,21,2,473.00000000000006,473.00000000000006
60187269,3,448,2,1296.0,698890.0
60188357,3,1000,2,32126007.000000004,32126007.000000004
60188092,5,302,2,108010.0,108010.0
60188448,1,98,2,351.0,351.0
60188480,3,39,2,13161.0,13161.0
60188676,3,1000,2,2226.0,2226.0
60188700,4,47,2,629.0,1054.0
60188888,0,91,2,,14196.0
60212110,1,65,3,1852.0000000000002,96197.0
60188986,6,2000,2,1615.0,18282.0
60188916,1,57,2,1723.0,1723.0
60212849,8,5000,3,6944.0,47005218.0
60212327,2,88,3,95946.0,98188.0
60213504,4,363,3,56289.0,66326.0
60213339,7,116,3,3724.0000000000005,5578884.0
60213542,3,356,3,1980.0000000000002,4629.0
60214848,0,25,3,,0.0
60215922,2,42,3,56587.0,56587.0
60216318,4,80,3,390.0,15665.000000000002
60216197,2,17,3,3247.0,3247.0
60216471,6,805,3,895510.0,1033037.0000000001
60216816,3,3000,3,1175.0,41286381.0
60216474,3,1000,3,8710.0,8710.0
60217188,4,102,3,38729.0,11125778.0
60217469,1,140,3,68718.0,68718.0
60217551,0,82,3,,0.0
60218170,3,2000,3,3640.0,10265733.0
60218651,0,12,4,,0.0
60219901,0,1000,4,,6532298.0
60219503,3,57,4,469508.00000000006,469508.00000000006
60220183,1,13,4,8454.0,8454.0
60220209,1,22,4,5965.0,5965.0
60220442,1,330,4,12163.0,12163.0
60220450,0,32,4,,0.0
60220490,2,26,4,2604.0,1428928.0
60221813,3,140,4,3907.0000000000005,3907.0000000000005
60221499,1,100,4,1073.0,1073.0
60221991,1,65,4,1897.0000000000002,1897.0000000000002
60222164,0,12,4,,0.0
60221753,2,118,4,1485.0,2528.0
60222370,1,149,4,1688.0,138382.0
60222644,2,79,4,354.0,28114.0
60222418,4,51,4,353.0,353.0
60223984,0,31,4,,2507.0
60224091,0,92,4,,841.0
60224162,2,31,4,878.0,878.0
60224188,1,81,4,180601.0,180601.0
60224200,1,16,4,8049.000000000001,8049.000000000001
60224922,4,42,4,323.0,4099.0
60224282,2,202,4,7121.0,26964586.0
60225485,2,89,4,437.0,3063.0
60226279,1,86,4,,0.0
60225332,1,46,4,,0.0
60227282,3,559,4,8669.0,17275.0
60227749,1,36,4,68638.0,68638.0
60228137,0,51,4,,0.0
60228593,1,34,4,1845.0000000000002,1845.0000000000002
60228771,1,138,4,,22229.0
60190075,1,145,2,16448.0,16448.0
60228794,3,2000,4,4038.0000000000005,53740.0
60190083,0,120,2,,1022.0000000000001
60190715,13,325,2,2911060.0,3192008.0
60192199,0,19,2,,0.0
60191144,0,19,2,,0.0
60192954,1,139,2,,0.0
60193124,1,129,2,18719.0,18719.0
60193692,0,23,2,,0.0
60193830,1,247,2,3726.0000000000005,3726.0000000000005
60193540,1,14,2,2263.0,2263.0
60194135,0,73,2,,0.0
60194701,4,49,2,3910.0000000000005,7352.000000000001
60194911,4,46,2,383.0,1816.0
60195308,1,32,2,2792.0,2792.0
60195313,2,91,2,4170.0,4170.0
60190783,2,124,2,,60462.00000000001
60196357,6,33,2,997.0000000000001,1298.0
60196757,2,421,2,71326.0,71326.0
60197372,2,78,2,2707.0,2707.0
60195526,3,328,2,4160.0,45887789.0
60197986,1,206,2,,492.00000000000006
60197477,1,82,2,,33358.0
60198209,1,29,2,,0.0
60198447,3,414,2,115910.0,62182272.00000001
60199189,2,297,3,15169.000000000002,42935.0
60195197,1,120,2,62443.00000000001,62443.00000000001
60199420,8,620,3,4799.0,4799.0
60199326,1,48,3,50804.0,50804.0
60198502,1,189,2,,386946.0
60201103,12,1000,3,1756.0,26058303.0
60201914,2,45,3,18776.0,18776.0
60201756,4,749,3,3536.0,4476.0
60201291,2,23,3,53564.0,53564.0
60202510,0,1000,3,,0.0
60202051,4,264,3,633.0,16204244.000000002
60203203,9,296,3,42779776.0,42779776.0
60202835,2,56,3,1409.0,352649.0
60204125,1,45,3,3718.0000000000005,4477.0
60204450,1,834,3,1168.0,5170.0
60202761,5,46,3,1549.0,2096.0
60205090,2,43,3,180.0,1477.0
60204902,1,21,3,1014.0000000000001,1014.0000000000001
60205516,2,482,3,3346.0,74297.0
60206086,0,729,3,,0.0
60206364,0,52,3,,3446.0
60206297,1,2000,3,2248.0,5462966.0
60206808,3,439,3,709.0,9045.0
60206719,1,2000,3,4376.0,4376.0
60239962,1,33,5,772.0,772.0
60240416,1,69,5,451.0,5131.0
60239979,2,35,5,864.0,67061.0
60240019,1,150,5,14633.000000000002,14633.000000000002
60241091,2,50,5,,0.0
60241158,8,4000,5,16094.000000000002,16094.000000000002
60241257,1,16,5,44762.0,44762.0
60242487,1,11,5,514.0,514.0
60243451,0,165,5,,0.0
60243298,1,12,5,,0.0
60243482,2,448,5,36787.0,10826494.0
60243599,4,2000,5,13005242.0,13005242.0
60243643,4,900,5,1042.0,5440.0
60245178,6,56,6,739.0,192110.0
60245285,3,710,6,46287.0,46287.0
60245324,2,229,6,4154.0,4684.0
60245622,2,70,6,2099.0,2099.0
60245740,2,357,6,2151.0,2151.0
60246630,4,30,6,1015.0000000000001,7890.000000000001
60246622,0,27,6,,0.0
60247316,1,42,6,994.0000000000001,994.0000000000001
60247482,1,575,6,34129.0,10782002.0
60246939,0,44,6,,0.0
60247872,1,215,6,1861.0000000000002,61356170.00000001
60247666,1,34,6,1167.0,1167.0
60249452,1,200,6,824.0,38206160.0
60250350,4,358,6,58791.00000000001,58791.00000000001
60249904,2,3000,6,4976.0,16854038.0
60250493,1,64,6,89003.0,89003.0
60250866,1,482,6,5671.0,5671.0
60250929,1,40,6,,0.0
60250942,1,20,6,,0.0
60251020,1,68,6,37426.0,37426.0
60251072,3,774,6,29049.0,29049.0
60251554,1,45,6,25076.0,25076.0
60251725,1,37,6,1124.0,177070.0
60254776,2,89,0,1604.0,1604.0
60254106,1,627,6,5784.0,54835.0
60255044,2,326,0,37349.0,37349.0
60255195,0,700,0,,5091.0
60255577,2,97,0,5198.0,5198.0
60256523,10,422,0,955.0000000000001,5288.0
60256620,1,39,0,,2430030.0
60257350,4,27,0,1692.0,2586.0
60256655,4,812,0,10355.0,60686550.00000001
60257427,0,40,0,,57720.0
60258210,2,2000,0,852.0,852.0
60257946,2,78,0,1082.0,3381227.0
60258488,0,20,0,,0.0
60258597,1,44,0,1285.0,55882.0
60259287,6,669,0,253.00000000000003,6053.0
60259869,6,6000,0,504.00000000000006,24643478.0
60259950,1,440,0,1401.0,1401.0
60260473,0,18,0,,13568.0
60260659,0,95,0,,1059.0
60261217,3,58,0,740.0,740.0
60261079,2,168,0,,457.00000000000006
60261355,0,24,0,,0.0
60262090,4,798,0,10264.0,5207732.0
60261578,1,32,0,,0.0
60262029,0,43,0,,0.0
60099146,1,166,3,,2279.0
59956992,4,71,1,2010.0000000000002,775785.0
59918564,3,44,6,2746.0,2746.0
59896545,1,2000,4,2063.0,2063.0
59890854,214,12000,4,2414008.0,58173063.0
59867906,3,67,2,3207.0,3207.0
59840967,2,40,1,3268.0,3268.0
59816043,5,69,0,1101.0,7339.000000000001
59792335,0,194,4,,0.0
59792616,1,106,4,,0.0
59761173,3,562,2,17850821.0,17850821.0
59676317,2,38,4,,0.0
59720491,5,622,0,39129078.0,39129078.0
59747384,0,113,2,,0.0
59709245,1,3000,0,45816.0,45816.0
59609943,0,160,0,,0.0
59656289,2,72,3,10528.0,10528.0
59626692,2,176,1,928.0000000000001,32097.000000000004
59610450,2,194,0,717.0,49072.0
59611123,0,39,0,,300.0
59610552,2,183,0,3597.0,3597.0
59611631,1,421,0,3355.0,3355.0
59612033,3,78,0,5294.0,339705.0
59613186,3,277,0,599.0,991.0000000000001
59612176,5,385,0,795846.0,796270.0
59613696,7,455,0,1494973.0,6258503.0
59613780,0,17,0,,0.0
59614619,2,343,0,1044.0,1044.0
59614942,4,709,0,11400.0,11400.0
59615185,13,1000,0,28730883.0,28730883.0
59615256,4,56,0,55099.0,55099.0
59615301,0,29,0,,0.0
59615597,1,246,0,,0.0
59615328,0,40,0,,0.0
59615744,1,34,0,,14543.0
59615854,2,5000,0,15269.000000000002,537776.0
59617668,1,44,0,288.0,288.0
59617734,2,235,0,3459.0,3459.0
59620071,1,77,0,25426.0,25426.0
59619181,3,298,0,892.0,892.0
59620532,0,11,1,,0.0
59620741,2,89,1,7102.0,43522.0
59621283,1,68,1,13956.0,16342.000000000002
59621385,0,479,1,,0.0
59622655,2,309,1,29877.000000000004,29877.000000000004
59622762,1,197,1,13580.0,13580.0
59622953,2,57,1,1510.0,49390.0
59623384,6,4000,1,5082.0,41213681.0
59624282,0,37,1,,0.0
59624239,1,82,1,,2942.0
59624334,0,73,1,,0.0
59625314,2,1000,1,8293.0,8293.0
59624565,5,183,1,345.0,345.0
59625655,0,433,1,,0.0
59625898,0,51,1,,426307.0
59626217,5,1000,1,1065.0,1454.0
59627038,0,54,1,,564.0
59627408,0,70,1,,0.0
59627885,1,199,1,246.00000000000003,246.00000000000003
59627451,0,94,1,,38477009.0
59627859,4,20,1,6052.0,6052.0
59627935,0,40,1,,0.0
59628034,1,939,1,10153.0,10153.0
59628352,3,53,1,372.0,86676.0
59629007,8,3000,1,518084.00000000006,24470166.0
59628445,1,65,1,555.0,842.0
59629101,1,28,1,,11020031.0
59629754,3,59,1,1955.0000000000002,2256.0
59630050,4,67,1,3011.0,429288.0
59631268,2,182,1,13695.0,14725.000000000002
59632065,2,637,1,51421.0,150992.0
59632325,6,1000,1,187903.0,187903.0
59632542,1,28,1,,0.0
59633105,1,89,1,90.0,90.0
59636520,2,90,1,361992.0,361992.0
59633995,1,496,1,,0.0
59637063,2,2000,1,35321.0,21771016.0
59637908,5,1000,2,19428652.0,19429491.0
59638457,1,311,2,1049259.0,1049259.0
59638883,1,77,2,,0.0
59640829,1,90,2,,30230.000000000004
59639619,1,1000,2,11770.0,11770.0
59641161,3,114,2,344.0,95424.0
59641233,4,55,2,1730.0,5812.0
59641770,0,297,2,,0.0
59641288,2,23,2,749.0,749.0
59642506,2,340,2,,4615.0
59642878,1,227,2,1450.0,248181.00000000003
59642451,1,80,2,2580.0,2632.0
59643486,1,104,2,16342044.000000002,16342044.000000002
59643647,2,180,2,6302.0,6302.0
59643789,3,518,2,1543.0,52784940.0
59644679,4,42,2,723.0,2555.0
59645053,1,231,2,5309.0,5309.0
59646156,1,109,2,,17282000.0
59645715,3,198,2,8414.0,8414.0
59646448,1,185,2,1919.0000000000002,1919.0000000000002
59647968,2,129,2,,0.0
59648843,1,52,2,,0.0
59649072,0,38,2,,681374.0
59649121,3,181,2,22870.0,23195.0
59650211,3,28,2,539.0,2732.0
59650247,1,32,2,,0.0
59650732,3,2000,2,19956.0,20977010.0
59657819,0,52,3,,0.0
59651099,3,677,2,21018.0,21018.0
59658287,1,42,3,,0.0
59658317,1,509,3,817.0,3195.0
59658550,1,19,3,111364.0,111364.0
59660326,0,269,3,,6956.0
59660446,3,418,3,53533.0,4817745.0
59661014,2,21,3,8483.0,8483.0
59660913,0,96,3,,224028.0
59661771,3,573,3,989.0000000000001,1833.0000000000002
59662895,1,67,3,1014.0000000000001,1014.0000000000001
59662945,2,146,3,930.0000000000001,1269.0
59662599,6,46,3,1235.0,1235.0
59663965,0,69,3,,1591.0
59664216,1,19,3,,0.0
59664516,0,134,3,,0.0
59664529,5,81,3,1342.0,1342.0
59665156,1,16,3,18042.0,18042.0
59665737,2,723,3,2257823.0,2257823.0
59666529,2,52,3,154918.0,154918.0
59666715,3,133,3,5319.0,330029.0
59665417,4,1000,3,2976.0,2976.0
59666716,2,112,3,1866.0000000000002,6938.0
59666765,5,4000,3,3290061.0,3290061.0
59666882,2,51,3,1034156.0000000001,1034156.0000000001
59667521,6,1000,3,11258.0,53836058.0
